enst	hgnc	ensg	non_distal_n_exp	non_distal_n_obs	non_distal_z	non_distal_p	non_long_exon_n_exp	non_long_exon_n_obs	non_long_exon_z	non_long_exon_p	non_nmd_n_exp	non_nmd_n_obs	non_nmd_z	non_nmd_p	pli	loeuf	constrained_region
ENST00000360864	DNAJC5	ENSG00000101152	2.04	0.0	-1.5533944063385687	0.060164469217519	0.0	0.0			4.86	0.0	-2.3272771545015627	0.0099752594406491	0.81216	0.48	nmd
ENST00000614616	CHD1	ENSG00000153922	5.0	4.0	-0.4643237249074565	0.3212079143062187	0.0	0.0			64.74	1.0	-8.266583351822307	6.892634588904996e-17			nmd
ENST00000648947	INO80	ENSG00000128908	1.8	1.0	-0.6239197797953497	0.2663401347787207	0.0	0.0			50.7	1.0	-7.310448584132558	1.3312600781486964e-13			nmd
ENST00000637812	FAM193A	ENSG00000125386	1.68	0.0	-1.3608094599946114	0.086786955794819	4.69	0.0	-2.257912802895888	0.011975548132483	42.65	1.0	-6.7054071884011	1.0042275746739955e-11			nmd
ENST00000651721	IPO5	ENSG00000065150	2.21	0.0	-1.5930387188175374	0.0555757526685534	0.0	0.0			38.15	1.0	-6.311147562185056	1.3848697180659898e-10			nmd
ENST00000617146	SRCIN1	ENSG00000277363	2.3	2.0	-0.2098728289789988	0.4168834646381111	4.84	3.0	-0.8905322436868728	0.1865900814809521	27.23	1.0	-5.309494451183635	5.4964865229525676e-08			nmd
ENST00000617270	RFX3	ENSG00000080298	3.01	2.0	-0.6133002125568767	0.2698389264343901	0.0	0.0			24.13	1.0	-4.975398121944694	3.255683670554439e-07			nmd
ENST00000640218	HNRNPU	ENSG00000153187	3.6	0.0	-2.0325454219412653	0.0210492351691783	1.64	0.0	-1.341561926943667	0.0898690389648246	24.38	1.0	-4.942476032042332	3.856829541565846e-07			nmd
ENST00000643581	SAP130	ENSG00000136715	1.72	0.0	-1.3592034370019896	0.0870410662408066	0.0	0.0			23.18	1.0	-4.855501755480824	6.004114525101576e-07			nmd
ENST00000467460	PEX5L	ENSG00000114757	2.58	0.0	-1.6909459385562986	0.0454235641714965	0.0	0.0			20.92	1.0	-4.567994035593309	2.4620702045958246e-06	0.0079927	0.49	nmd
ENST00000440486	FGFR3	ENSG00000068078	1.67	5.0	2.7396593616206	0.9969248554713928	0.0	0.0			20.08	1.0	-4.506139319081869	3.300887550426625e-06	0.0016878	0.52	nmd
ENST00000278823	MTA2	ENSG00000149480	0.54	0.0	-0.753107690371459	0.225692601750436	0.0	0.0			20.27	1.0	-4.50266945964875	3.355260475773288e-06	0.74479	0.364	nmd
ENST00000610417	SAMD4B	ENSG00000179134	0.29	0.0	-0.5545935830293098	0.2895863395972796	1.22	0.0	-1.1881470962912677	0.1173877311199424	19.9	1.0	-4.50178962569174	3.369183099793377e-06			nmd
ENST00000613102	GGNBP2	ENSG00000278311	4.13	0.0	-2.1318830664591832	0.0165082303110628	0.0	0.0			19.65	1.0	-4.385458172911332	5.787094892705232e-06			nmd
ENST00000650070	CTPS1	ENSG00000171793	0.31	0.0	-0.5802808424412939	0.2808626221731349	0.0	0.0			19.14	1.0	-4.337331611105031	7.211147424439868e-06			nmd
ENST00000413366	PRKCA	ENSG00000154229	2.86	0.0	-1.784210423420537	0.037194739604765	0.0	0.0			18.87	1.0	-4.308675529865914	8.21175521647684e-06	0.3677	0.395	nmd
ENST00000617811	HNF1B	ENSG00000275410	1.21	0.0	-1.1948115909881518	0.1160803253224683	0.0	0.0			18.35	1.0	-4.305771255808561	8.320247058392975e-06			nmd
ENST00000222574	HBP1	ENSG00000105856	1.72	0.0	-1.3868325991135078	0.0827464070841055	0.0	0.0			17.56	1.0	-4.132453523723286	1.794556778068059e-05	0.0042407	0.59	nmd
ENST00000683918	GATAD2A	ENSG00000167491	1.93	0.0	-1.4768334128175171	0.0698601488108167	0.0	0.0			16.92	1.0	-4.095172633489145	2.10926964385554e-05			nmd
ENST00000621426	NOL4L	ENSG00000197183	1.8	0.0	-1.436647480127777	0.0754090925766567	0.0	0.0			15.9	1.0	-3.94153807277918	4.048039038247071e-05			nmd
ENST00000411809	CLINT1	ENSG00000113282	3.2	0.0	-1.9091947523337935	0.0281184865040966	0.0	0.0			15.87	1.0	-3.901044320866452	4.788930590519196e-05	0.83495	0.366	nmd
ENST00000338244	SLC23A2	ENSG00000089057	3.14	3.0	-0.0802172157177822	0.4680322490611169	0.0	0.0			15.41	1.0	-3.877501900818474	5.276725167324832e-05	0.0062629	0.528	nmd
ENST00000321949	CRTC1	ENSG00000105662	1.53	1.0	-0.4572922066001086	0.3237305153045957	0.0	0.0			14.82	1.0	-3.8395382792126713	6.163295508273368e-05	0.78497	0.389	nmd
ENST00000311806	OXSR1	ENSG00000172939	1.1	0.0	-1.0958456898438618	0.1365731548654788	0.0	0.0			15.06	1.0	-3.788840762079525	7.567594206142226e-05	0.77444	0.368	nmd
ENST00000359358	KLHL14	ENSG00000197705	2.69	0.0	-1.7159508593422772	0.043085518444024	5.73	2.0	-1.6734965505371044	0.0471147925243947	14.81	1.0	-3.774377901343202	8.02037237698966e-05	0.0535	0.495	nmd
ENST00000648336	UBE3A	ENSG00000114062	1.67	1.0	-0.5319603632202228	0.2973767241039106	9.5	1.0	-2.863624719308116	0.0020941194791235	15.1	1.0	-3.770850826739632	8.134595416520258e-05			nmd
ENST00000627217	TCF7L2	ENSG00000148737	5.4	3.0	-1.08906584648235	0.1380624248152457	0.0	0.0			14.74	1.0	-3.768800957187338	8.201681174791007e-05			nmd
ENST00000671881	CAMK2A	ENSG00000070808	0.65	0.0	-0.8849886765755186	0.188081369299895	0.0	0.0			14.61	1.0	-3.7517174569254994	8.781366348973041e-05			nmd
ENST00000682094	MAP3K2	ENSG00000169967	2.78	0.0	-1.7357425170462923	0.0413046860654913	0.0	0.0			14.7	1.0	-3.711017194698021	0.0001032140399516			nmd
ENST00000374005	FGR	ENSG00000000938	4.64	3.0	-0.8129626296429734	0.2081197422116574	0.0	0.0			14.13	1.0	-3.687537249186197	0.0001132174775481	0.48408	0.425	nmd
ENST00000309035	CTBP2	ENSG00000175029	1.85	1.0	-0.6622778571173823	0.2538965825270201	11.18	4.0	-2.277746679146872	0.0113708374201372	13.9	1.0	-3.65123148372598	0.0001304929359736	0.0013557	0.528	nmd
ENST00000449105	HNRNPLL	ENSG00000143889	0.88	1.0	0.1299823819392913	0.5517098171986204	0.0	0.0			14.18	1.0	-3.640171285862691	0.0001362283674586	0.89818	0.357	nmd
ENST00000331768	SETD3	ENSG00000183576	5.02	2.0	-1.39782125450786	0.0810833750443951	0.0	0.0			13.91	1.0	-3.635247181398211	0.0001388571144242	0.02084	0.508	nmd
ENST00000321337	SENP3	ENSG00000161956	1.99	0.0	-1.4846727652146812	0.0688152647905023	2.44	0.0	-1.6419524999571604	0.0502999242095671	13.68	1.0	-3.620343838462667	0.0001471058893935	0.82775	0.368	nmd
ENST00000683729	ATXN7L2	ENSG00000162650	0.49	0.0	-0.7170132906638208	0.2366829479727977	2.16	0.0	-1.5250017159619094	0.0636293348288773	13.87	1.0	-3.610808969966079	0.0001526217161732			nmd
ENST00000640368	PAX6	ENSG00000007372	2.13	0.0	-1.5496981484756818	0.0606069913768922	0.0	0.0			13.33	1.0	-3.573050590471837	0.0001764232795914			nmd
ENST00000684370	SH2B1	ENSG00000178188	5.03	1.0	-1.901712615906683	0.028604367816484	2.8	0.0	-1.7604408481314162	0.0391665442833857	13.38	1.0	-3.570728124313356	0.0001779951279386			nmd
ENST00000613252	DACH1	ENSG00000276644	0.87	0.0	-0.9663916613239604	0.1669241175331831	0.61	0.0	-0.8336220201341943	0.2022470065159493	13.47	1.0	-3.550687921074257	0.0001921128623649			nmd
ENST00000302243	DDX19A	ENSG00000168872	0.87	0.0	-0.9637414271727136	0.1675877895011961	0.0	0.0			13.29	1.0	-3.5455374360926326	0.0001959066642294	0.83991	0.375	nmd
ENST00000243349	ACVR1C	ENSG00000123612	2.63	0.0	-1.7129924853361476	0.0433569610417339	0.0	0.0			13.19	1.0	-3.5121201438538727	0.0002222734928905	0.00085157	0.634	nmd
ENST00000342784	SYDE1	ENSG00000105137	4.79	4.0	-0.386545846632807	0.3495462276340713	0.72	1.0	0.3491320580981619	0.6365049149226439	12.78	1.0	-3.4906073409238147	0.0002409619874032	0.7662	0.393	nmd
ENST00000673466	AKT3	ENSG00000117020	1.24	0.0	-1.161463925240827	0.1227266427569784	0.0	0.0			13.08	1.0	-3.475309155294567	0.0002551324605138			nmd
ENST00000267812	MFAP1	ENSG00000140259	2.52	0.0	-1.668189476147627	0.0476390596739488	0.0	0.0			12.86	1.0	-3.443728205826697	0.0002868760819915	0.79602	0.374	nmd
ENST00000396987	GPAT4	ENSG00000158669	1.82	2.0	0.1375282663759033	0.5546933741609799	0.0	0.0			12.64	1.0	-3.4365550910598635	0.0002945812607591	0.088075	0.502	nmd
ENST00000405303	TAPT1	ENSG00000169762	2.97	0.0	-1.7954097874558037	0.0362942171067156	0.0	0.0			12.55	1.0	-3.391003665073305	0.0003481858493168	0.032078	0.564	nmd
ENST00000316937	TRAPPC14	ENSG00000146826	1.59	1.0	-0.4904756555595692	0.3118986762132471	0.0	0.0			12.2	1.0	-3.3889396724514365	0.0003508172253701	0.18133	0.494	nmd
ENST00000618562	VEGFC	ENSG00000150630	3.07	1.0	-1.2307638666550726	0.1092055967149714	0.0	0.0			12.29	1.0	-3.3702839476800905	0.000375453820236			nmd
ENST00000320285	AGPAT4	ENSG00000026652	1.19	1.0	-0.1816658039875748	0.4279225019131207	0.0	0.0			12.11	1.0	-3.369243880532653	0.0003768735237687	0.1021	0.534	nmd
ENST00000678005	DNAJC14	ENSG00000135392	1.93	0.0	-1.453242240897244	0.0730782538917186	11.81	2.0	-3.010466699148939	0.0013042327470989	11.85	1.0	-3.3239922373020634	0.0004436933297587			nmd
ENST00000420770	PAX7	ENSG00000009709	2.44	2.0	-0.3005273070664246	0.3818874852362759	0.0	0.0			11.76	1.0	-3.3149596559856875	0.0004582817592072	0.014757	0.621	nmd
ENST00000373489	PBX3	ENSG00000167081	1.64	0.0	-1.3486082075735792	0.0887314215034735	0.0	0.0			11.78	1.0	-3.295125646157357	0.0004918884124745	0.36301	0.476	nmd
ENST00000341356	CORO1B	ENSG00000172725	1.42	2.0	0.50784057102046	0.6942174225722401	0.0	0.0			11.53	1.0	-3.287175337865526	0.0005059890155091	4.5885e-05	0.779	nmd
ENST00000216038	RTCB	ENSG00000100220	1.08	1.0	-0.0818549052058703	0.4673810472388789	0.0	0.0			11.76	1.0	-3.2854041459474623	0.0005091809291133	0.0052059	0.578	nmd
ENST00000327367	SMAD3	ENSG00000166949	2.62	0.0	-1.7302159435892634	0.041795850409295	0.0	0.0			11.4	1.0	-3.2732044279301054	0.0005316776996407	0.79796	0.4	nmd
ENST00000258761	BZW2	ENSG00000136261	1.86	1.0	-0.6686341806242039	0.251864431568542	0.0	0.0			11.61	1.0	-3.254476333550961	0.000568008125185	0.1048	0.532	nmd
ENST00000361055	UBA3	ENSG00000144744	1.03	0.0	-1.0626714426743031	0.1439654878717607	0.0	0.0			11.58	1.0	-3.252215560259742	0.0005725457140354	0.50413	0.405	nmd
ENST00000358780	FAM76B	ENSG00000077458	1.65	0.0	-1.337773282350236	0.0904851769273963	0.0	0.0			11.6	1.0	-3.2503908252176985	0.0005762325426781	0.34062	0.482	nmd
ENST00000644036	SMARCB1	ENSG00000099956	0.86	0.0	-0.9877255915635678	0.1616435287631047	0.0	0.0			11.22	1.0	-3.2177188174650864	0.0006460721151462			nmd
ENST00000380542	NAP1L4	ENSG00000205531	0.0	0.0			0.0	0.0			11.44	1.0	-3.211560178142555	0.0006600815890791	0.77147	0.392	nmd
ENST00000368954	CERS2	ENSG00000143418	1.83	1.0	-0.6404814997779671	0.2609298064046401	0.0	0.0			11.06	1.0	-3.211087594884711	0.0006611681036591	0.47978	0.426	nmd
ENST00000549446	KCNC2	ENSG00000166006	1.14	0.0	-1.1003483797822726	0.1355901801942701	4.82	2.0	-1.3351052905415908	0.0909209440828481	11.14	1.0	-3.206165766673413	0.000672582365233	0.18911	0.533	nmd
ENST00000316099	HNF4A	ENSG00000101076	2.7	0.0	-1.744785687425919	0.0405110905511305	0.0	0.0			10.96	1.0	-3.1735394838226627	0.0007529620877717	0.15285	0.505	nmd
ENST00000393959	GABRB2	ENSG00000145864	3.51	2.0	-0.8453913885039824	0.1989461754829021	0.0	0.0			10.97	1.0	-3.1575023017973485	0.0007956349020967	0.84876	0.385	nmd
ENST00000572969	SPATA22	ENSG00000141255	2.29	2.0	-0.1983934913220248	0.4213686047057901	0.0	0.0			10.82	1.0	-3.137583500575712	0.0008517337288682	0.00042457	0.766	nmd
ENST00000360652	PCED1A	ENSG00000132635	2.98	1.0	-1.2079171759784717	0.1135395610699552	0.0	0.0			10.45	1.0	-3.107458458551608	0.0009435175215834	0.092448	0.601	nmd
ENST00000233336	TTL	ENSG00000114999	2.01	0.0	-1.5049385376399815	0.0661699396124753	0.0	0.0			10.7	1.0	-3.101718227534506	0.0009620050002156	0.35695	0.52	nmd
ENST00000639213	GABRG2	ENSG00000113327	3.46	0.0	-1.9496685055805152	0.0256078212202017	0.0	0.0			10.67	1.0	-3.0989443621950463	0.0009710574391301			nmd
ENST00000679869	BRD4	ENSG00000141867	1.11	0.0	-1.0985558105801	0.1359809306822743	1.78	0.0	-1.4153800187564518	0.0784785524419499	46.74	2.0	-6.928750457617373	2.1228698263654717e-12			nmd
ENST00000681038	CIC	ENSG00000079432	3.91	1.0	-1.569231739927493	0.0582969755003334	23.37	1.0	-4.855016898823839	6.018823881596807e-07	30.75	2.0	-5.4527064258107805	2.4804466044603396e-08			nmd
ENST00000428135	SNX13	ENSG00000071189	3.89	3.0	-0.469656690815899	0.3193001574098281	0.0	0.0			29.71	2.0	-5.30192837992315	5.729289872094136e-08	0.40328	0.364	nmd
ENST00000649528	FOXP1	ENSG00000114861	1.69	1.0	-0.5601588657885251	0.2876855407511297	0.0	0.0			28.33	2.0	-5.279201373327775	6.487407514130399e-08			nmd
ENST00000676615	BAG6	ENSG00000204463	2.04	1.0	-0.777658235050877	0.2183852599735921	0.0	0.0			28.0	2.0	-5.223295966458919	8.788305827554309e-08			nmd
ENST00000262992	INPP4B	ENSG00000109452	2.18	1.0	-0.8315400678723013	0.2028343014483856	0.0	0.0			28.68	2.0	-5.207971167401887	9.54582906770642e-08	0.55218	0.353	nmd
ENST00000683767	SOX6	ENSG00000110693	3.87	0.0	-2.070689338383114	0.019193918607686	0.0	0.0			26.52	2.0	-5.02281728836627	2.545949019032787e-07			nmd
ENST00000637795	DLGAP2	ENSG00000198010	2.76	0.0	-1.7444268556800953	0.0405423427444652	7.29	3.0	-1.6921703493539788	0.0453067490961676	26.11	2.0	-4.999562695396211	2.873024324482972e-07			nmd
ENST00000328111	DNMT3B	ENSG00000088305	2.09	0.0	-1.5262189440191516	0.0634776735542624	0.0	0.0			26.0	2.0	-4.952966215303243	3.654533433061034e-07	0.19964	0.375	nmd
ENST00000621332	MLLT6	ENSG00000275023	0.93	0.0	-1.004877755136098	0.1574778585193919	1.89	0.0	-1.4374269049936583	0.0752983642333959	23.37	2.0	-4.658302272738434	1.5941391670778932e-06			nmd
ENST00000267807	ZNF280D	ENSG00000137871	8.12	1.0	-2.598799420191164	0.0046775209367974	0.0	0.0			22.83	2.0	-4.527880897700279	2.9789072123061112e-06	0.046841	0.419	nmd
ENST00000661543	NFKB2	ENSG00000077150	1.99	0.0	-1.4883269066002989	0.0683323512230266	0.0	0.0			21.38	2.0	-4.419632021479267	4.94345534142073e-06			nmd
ENST00000331886	DGKA	ENSG00000065357	1.34	1.0	-0.3116579402709135	0.3776502478520689	0.0	0.0			21.12	2.0	-4.366038182768393	6.326018626418999e-06	0.46072	0.367	nmd
ENST00000369146	SV2A	ENSG00000159164	1.74	1.0	-0.5863395056341925	0.2788236940117919	0.87	0.0	-0.978540612917962	0.1639035074769605	19.53	2.0	-4.20079810242075	1.3298785171918426e-05	0.22782	0.414	nmd
ENST00000671377	ZCCHC14	ENSG00000140948	1.05	0.0	-1.0880801369450084	0.1382798658304898	6.63	2.0	-1.888143398663073	0.0295033510050881	19.65	2.0	-4.190252753214618	1.3932194633799916e-05			nmd
ENST00000354868	RAD17	ENSG00000152942	3.84	4.0	0.0872547169134281	0.534765476325182	0.0	0.0			19.58	2.0	-4.1361153000518565	1.766173774827925e-05	0.23599	0.412	nmd
ENST00000395105	STRA6	ENSG00000137868	2.16	2.0	-0.1194300079452213	0.4524673442621167	0.0	0.0			17.92	2.0	-3.983204095761954	3.399615773976434e-05	7.868e-11	0.862	nmd
ENST00000317571	TTC39C	ENSG00000168234	1.15	0.0	-1.1213907627732032	0.1310607831696988	0.0	0.0			18.29	2.0	-3.979845267497269	3.448006912117865e-05	0.00043602	0.576	nmd
ENST00000395749	CAMK2B	ENSG00000058404	0.4	0.0	-0.6761047475920574	0.2494870713027715	0.0	0.0			18.01	2.0	-3.978572888279013	3.466507898297873e-05	0.73914	0.364	nmd
ENST00000425538	MYOCD	ENSG00000141052	6.24	3.0	-1.367740290013158	0.0856966918685437	4.93	1.0	-1.873685227134586	0.0304869116340304	17.97	2.0	-3.959606805384719	3.753663206555257e-05	0.33364	0.387	nmd
ENST00000526596	STIM1	ENSG00000167323	3.19	2.0	-0.6983741371338029	0.2424716230814282	0.0	0.0			17.64	2.0	-3.922864348287215	4.375121166498634e-05	0.064471	0.639	nmd
ENST00000225737	AKAP10	ENSG00000108599	1.21	0.0	-1.1532806882579458	0.1243975970186359	2.59	0.0	-1.6941937387909942	0.0451142371150392	17.63	2.0	-3.8962671929668256	4.884330877465933e-05	0.10782	0.441	nmd
ENST00000673929	FUT8	ENSG00000033170	4.09	3.0	-0.5651095178646568	0.2859996375368403	0.0	0.0			16.89	2.0	-3.79828901318414	7.284918841463535e-05			nmd
ENST00000264883	NUP54	ENSG00000138750	2.29	1.0	-0.8916828596750787	0.1862814716361324	0.0	0.0			16.61	2.0	-3.7860664629885954	7.652537755724684e-05	0.21559	0.454	nmd
ENST00000674280	ATXN7	ENSG00000163635	0.51	0.0	-0.7645845469292107	0.2222594869388823	4.22	1.0	-1.632907311487089	0.0512442460911885	16.83	2.0	-3.7700792081029455	8.159787232798177e-05			nmd
ENST00000366672	GALNT2	ENSG00000143641	3.29	0.0	-1.9466772343213223	0.0257867213095037	0.0	0.0			16.34	2.0	-3.735415028302828	9.370292636731638e-05	0.0084175	0.488	nmd
ENST00000266742	NEDD1	ENSG00000139350	1.98	0.0	-1.4654022572304015	0.0714056009851124	0.0	0.0			16.54	2.0	-3.718058010352636	0.0001003800873869	0.32884	0.431	nmd
ENST00000328041	SLC24A3	ENSG00000185052	1.57	1.0	-0.4778960120616466	0.3163621099689357	0.0	0.0			15.95	2.0	-3.688345355629954	0.0001128585734018	0.87946	0.355	nmd
ENST00000633063	ZCCHC8	ENSG00000033030	7.78	2.0	-2.164042216414836	0.0152305547816321	0.0	0.0			15.74	2.0	-3.637523131973083	0.0001376362383675			nmd
ENST00000352511	ACVR2B	ENSG00000114739	2.53	1.0	-1.014827349710406	0.1550940670757419	0.0	0.0			15.09	2.0	-3.572508075044978	0.0001767892883748	0.83412	0.377	nmd
ENST00000237530	RPN2	ENSG00000118705	0.45	0.0	-0.715268238748856	0.2372216551713601	0.0	0.0			15.3	2.0	-3.5706008690072264	0.0001780816318501	0.11487	0.46	nmd
ENST00000392092	TBP	ENSG00000112592	1.1	0.0	-1.0829606849254492	0.1394129369898068	0.0	0.0			14.68	2.0	-3.548750595638557	0.0001935317504608	0.015031	0.619	nmd
ENST00000373256	GLP1R	ENSG00000112164	2.65	1.0	-1.070084714035184	0.142290589484757	0.0	0.0			14.8	2.0	-3.5448872387668957	0.000196390539702	0.29347	0.437	nmd
ENST00000354567	AK5	ENSG00000154027	1.46	0.0	-1.282012107294106	0.0999191995409174	0.0	0.0			15.29	2.0	-3.5433549261357142	0.0001975353041243	0.0033057	0.558	nmd
ENST00000623711	RYK	ENSG00000163785	2.63	1.0	-1.0639628579176168	0.1436727628199727	0.0	0.0			14.91	2.0	-3.498764156424901	0.0002337099139273			nmd
ENST00000257336	BIVM	ENSG00000134897	5.53	3.0	-1.1390799389787294	0.1273349069599453	0.0	0.0			14.82	2.0	-3.48156599262675	0.0002492454653306	0.00018694	0.672	nmd
ENST00000283147	BMP6	ENSG00000153162	1.51	1.0	-0.4294471502929301	0.333798923445316	1.88	1.0	-0.681144088213796	0.247890161177877	14.29	2.0	-3.4636959297305374	0.000266404208381	0.75947	0.411	nmd
ENST00000388712	GOLM1	ENSG00000135052	1.0	1.0	-0.0015429895153325	0.499384436488375	0.0	0.0			14.41	2.0	-3.460179028537288	0.0002699081801327	9.6171e-09	1.034	nmd
ENST00000269701	AKAP8	ENSG00000105127	4.72	3.0	-0.8241058985819459	0.2049396944322197	1.37	0.0	-1.2436666593179957	0.1068111357995234	14.47	2.0	-3.4584164797198937	0.0002716803569701	0.66425	0.397	nmd
ENST00000227758	BIRC2	ENSG00000110330	2.42	0.0	-1.6190864471862745	0.0527143322060016	3.11	2.0	-0.6515942798794642	0.2573314693921445	14.48	2.0	-3.427524659006397	0.0003045554904059	0.42708	0.435	nmd
ENST00000380956	IRF4	ENSG00000137265	2.74	1.0	-1.1097074599512229	0.1335625536176659	0.0	0.0			14.22	2.0	-3.425573588199002	0.0003067513582797	0.85677	0.382	nmd
ENST00000449590	PTH1R	ENSG00000160801	4.15	3.0	-0.5997904022579486	0.2743229652657967	0.0	0.0			14.2	2.0	-3.423899353779429	0.0003086473917349	0.57253	0.411	nmd
ENST00000687097	CELF1	ENSG00000149187	2.03	0.0	-1.504543543062904	0.0662207352620003	0.0	0.0			14.16	2.0	-3.4155363818167483	0.0003182826260893			nmd
ENST00000401041	MIER1	ENSG00000198160	3.08	1.0	-1.2257524674254454	0.1101459196639553	0.0	0.0			14.34	2.0	-3.3924559525307862	0.0003463453406345	0.28881	0.419	nmd
ENST00000313733	OSBPL2	ENSG00000130703	3.05	0.0	-1.854402660829816	0.031840787213132	0.0	0.0			14.12	2.0	-3.392303435936133	0.0003465382017206	0.13102	0.481	nmd
ENST00000536681	FAR2	ENSG00000064763	2.31	1.0	-0.906969598709702	0.1822114370611306	0.0	0.0			14.12	2.0	-3.3884102955709743	0.0003514950973244	0.55963	0.434	nmd
ENST00000471889	SLC45A1	ENSG00000162426	2.81	0.0	-1.7626982401977966	0.0389756988679849	2.48	1.0	-0.995407603055382	0.1597690311330104	13.91	2.0	-3.3782461018893617	0.0003647488135883	2.4761e-05	0.745	nmd
ENST00000375077	CORO2A	ENSG00000106789	3.02	0.0	-1.835057329391912	0.0332485977413542	0.0	0.0			13.94	2.0	-3.376827101430836	0.0003666356349471	3.4457e-10	1.002	nmd
ENST00000297532	FASTK	ENSG00000164896	2.38	1.0	-0.9557856138169324	0.1695902789928965	0.0	0.0			13.67	2.0	-3.351299900727469	0.0004021657198472	0.0047199	0.583	nmd
ENST00000357266	FKBP5	ENSG00000096060	1.86	1.0	-0.659430163747896	0.2548097888754171	0.0	0.0			14.0	2.0	-3.336982927891502	0.0004234657515439	0.73393	0.418	nmd
ENST00000450708	MEN1	ENSG00000133895	6.12	1.0	-2.1883822821467174	0.0143208838935528	0.0	0.0			13.62	2.0	-3.331514588340416	0.0004318738637238	0.82844	0.466	nmd
ENST00000328879	KLHL22	ENSG00000099910	5.0	1.0	-1.8964090317037203	0.0289529892622737	4.41	0.0	-2.219433358452119	0.0132286281544328	13.47	2.0	-3.3241389246740565	0.0004434600089513	0.42419	0.436	nmd
ENST00000262994	GAB1	ENSG00000109458	2.75	1.0	-1.104427401228347	0.134703889953532	1.88	1.0	-0.6718972356133747	0.2508245601884421	13.81	2.0	-3.313570542575404	0.0004605643398955	0.33276	0.43	nmd
ENST00000455833	IFFO2	ENSG00000169991	1.41	0.0	-1.248823135291569	0.105864885064179	1.37	0.0	-1.2377807982981626	0.1078986750734948	13.38	2.0	-3.2990876795444737	0.0004849980450969	0.72617	0.42	nmd
ENST00000380050	CDK14	ENSG00000058091	0.17	0.0	-0.4207377527875631	0.3369732950624791	0.0	0.0			13.61	2.0	-3.288528114409781	0.0005035636258709	2.2319e-07	0.862	nmd
ENST00000326775	ZKSCAN5	ENSG00000196652	15.62	9.0	-1.7460495514871697	0.040401170939827	3.09	1.0	-1.268285740316882	0.1023479637505675	13.2	2.0	-3.256947009460975	0.0005630872730958	0.087589	0.449	nmd
ENST00000337488	FIP1L1	ENSG00000145216	2.02	0.0	-1.4710927558401687	0.0706330169328522	0.0	0.0			13.29	2.0	-3.230833430953248	0.0006171492356904	0.7889	0.358	nmd
ENST00000641462	MAPK10	ENSG00000109339	1.55	0.0	-1.307603595198786	0.0955038984290183	0.0	0.0			13.1	2.0	-3.2036358249112524	0.0006785200598505			nmd
ENST00000682384	ZNF496	ENSG00000162714	9.79	2.0	-2.6338058948817737	0.0042216870787684	0.0	0.0			12.59	2.0	-3.190022930159971	0.0007113075283564			nmd
ENST00000374994	TGFBR1	ENSG00000106799	3.34	0.0	-1.9233053662801365	0.0272208555276202	0.0	0.0			13.04	2.0	-3.18296904701154	0.0007288659841794	0.85379	0.383	nmd
ENST00000267260	SRRM4	ENSG00000139767	2.21	0.0	-1.5552047595429863	0.0599486555663701	0.0	0.0			13.03	2.0	-3.182521504715425	0.0007299933669872	0.46456	0.41	nmd
ENST00000324631	CACNB2	ENSG00000165995	6.16	4.0	-0.9123339772817648	0.1807964666619106	0.0	0.0			12.92	2.0	-3.173028628755184	0.0007542882399355	2.6719e-06	0.692	nmd
ENST00000338128	ISYNA1	ENSG00000105655	2.05	2.0	-0.037731135726577	0.4849510254726413	0.0	0.0			12.48	2.0	-3.1647616187034444	0.0007760502815811	2.4934e-05	0.837	nmd
ENST00000355422	GFRA1	ENSG00000151892	1.22	0.0	-1.1396100254979231	0.1272244033474162	0.0	0.0			12.72	2.0	-3.1601700417653174	0.0007883854340879	0.1175	0.524	nmd
ENST00000581312	OTUD7B	ENSG00000264522	13.58	4.0	-2.716340189183885	0.0033004027024646	0.0	0.0			12.61	2.0	-3.149696194542769	0.0008172016300989			nmd
ENST00000223145	GLCCI1	ENSG00000106415	4.4	5.0	0.3011780736657551	0.6183606456394442	0.0	0.0			12.6	2.0	-3.137442947258483	0.0008521421950142	0.05903	0.575	nmd
ENST00000373548	HDAC1	ENSG00000116478	0.95	2.0	1.119739554456228	0.8685876179537033	0.0	0.0			12.64	2.0	-3.1216924925742857	0.0008990732599401	0.61427	0.405	nmd
ENST00000255465	CCNA1	ENSG00000133101	1.45	1.0	-0.3923127248102879	0.3474135813461478	0.0	0.0			12.57	2.0	-3.116065221067899	0.000916408653621	0.00043117	0.68	nmd
ENST00000245960	CDC25B	ENSG00000101224	2.42	0.0	-1.638093264944735	0.0507011198731385	0.0	0.0			12.37	2.0	-3.093265653923696	0.0009898341808534	0.3643	0.425	nmd
ENST00000372805	CAP1	ENSG00000131236	1.42	0.0	-1.2568944878743922	0.1043959223916597	0.0	0.0			12.44	2.0	-3.09258679208096	0.0009921010121596	0.019817	0.547	nmd
ENST00000684092	ECPAS	ENSG00000136813	2.64	1.0	-1.0503335472067294	0.1467823932568528	0.0	0.0			60.15	3.0	-7.6994553393578435	6.832370973446896e-15			nmd
ENST00000643257	TCOF1	ENSG00000070814	0.34	1.0	1.1720938243845236	0.8794203054629905	2.61	1.0	-1.0547582670164577	0.1457679478478368	41.68	3.0	-6.246630167688178	2.0970125858082467e-10			nmd
ENST00000673436	ATXN2	ENSG00000204842	1.3	3.0	1.604464321475304	0.9456941285954814	0.0	0.0			35.62	3.0	-5.746454395342766	4.556709789400204e-09			nmd
