enst	hgnc	ensg	mis_n_pos	mis_prop_exp	mis_n_exp	mis_prop_obs	mis_n_obs	mis_oe	mis_oe_diff	mis_z	mis_p	non_n_pos	non_prop_exp	non_n_exp	non_prop_obs	non_n_obs	non_oe	non_oe_diff	non_z	non_p	syn_n_pos	syn_prop_exp	syn_n_exp	syn_prop_obs	syn_n_obs	syn_oe	syn_oe_diff	syn_z	syn_p
ENST00000394967	SP9	ENSG00000217236	2898	0.109679384614066	317.85	0.0921325051759834	267.0	0.8400188768286927	-0.0562498728419386	-3.022827505797287	0.0012521247123553	114	0.1258243374965978	14.34	0.0175438596491228	2.0	0.1394700139470014	-0.3766778141596735	-3.48594802436754	0.000245198138208	967	0.1425483734585511	137.84	0.1882109617373319	182.0	1.3203714451538016	0.4749533074762613	4.061512690233093	0.9999756221162854
ENST00000216038	RTCB	ENSG00000100220	3299	0.1005659002293204	331.77	0.0788117611397393	260.0	0.7836754378032975	-0.1142738042099278	-4.1545406394575	1.6297084276435457e-05	176	0.0837121347937139	14.73	0.0113636363636363	2.0	0.1357773251866938	-0.375442574698392	-3.4655780132369145	0.0002645465010512	1005	0.1221853518207818	122.8	0.1512437810945273	152.0	1.237785016286645	0.4034981385690589	2.812834514729572	0.9975446541867148
ENST00000240185	TARDBP	ENSG00000120948	2727	0.0993259446686252	270.86	0.0436376971030436	119.0	0.4393413571586797	-0.4476379419330641	-9.722790812676486	1.205407916516396e-22	150	0.0970883838480821	14.56	0.0133333333333333	2.0	0.1373626373626373	-0.3746130642385816	-3.464578279646899	0.0002655317779894	786	0.1202079091527547	94.48	0.1259541984732824	99.0	1.0478408128704488	0.2369707695496227	0.4953842710792003	0.689835552316221
ENST00000326873	STK11	ENSG00000118046	2756	0.102755012371831	283.19	0.0838171262699564	231.0	0.8157067693068258	-0.0739711365909199	-3.274266905328987	0.0005296824923594	142	0.1019020972296797	14.47	0.0140845070422535	2.0	0.138217000691085	-0.3734970821356352	-3.4591730230277022	0.0002709183572256	821	0.1412348927275813	115.95	0.1985383678440925	163.0	1.4057783527382492	0.5744502404218158	4.714594458713295	0.9999987890368406
ENST00000431845	ZBTB22	ENSG00000236104	3987	0.1059851008303216	422.56	0.0872836719337848	348.0	0.8235516849678152	-0.0862964028534919	-3.836216608885451	6.247210927094222e-05	147	0.0984622683852358	14.47	0.0136054421768707	2.0	0.138217000691085	-0.3726280421469248	-3.453174931204873	0.0002770147988581	1421	0.1226728485502521	174.32	0.1224489795918367	174.0	0.9981642955484168	0.1372100113237587	-0.0257238463920828	0.4897388017391034
ENST00000268459	NKD1	ENSG00000140807	2975	0.1025926927617564	305.21	0.0894117647058823	266.0	0.8715310769634023	-0.02219145669449	-2.369389499144771	0.0089087392076349	145	0.0988751363028159	14.34	0.0137931034482758	2.0	0.1394700139470014	-0.369155017849829	-3.43230462079508	0.0002992374636321	951	0.1361056277505528	129.44	0.1324921135646687	126.0	0.9734239802224968	0.133545651157124	-0.3249762766805755	0.3725995132558729
ENST00000369800	NEURL1B	ENSG00000214357	3267	0.1116536590657457	364.77	0.0964187327823691	315.0	0.8635578583765112	-0.0397194880950803	-2.7649500207416504	0.0028465758945103	107	0.1301992368436513	13.93	0.0186915887850467	2.0	0.1435750179468772	-0.3666891564996728	-3.427539220522721	0.0003045391570183	1164	0.1421013944380227	165.41	0.1606529209621993	187.0	1.1305241521068858	0.2716772493240642	1.812754496173904	0.965065152446539
ENST00000335625	GABRA5	ENSG00000186297	3001	0.0991242549753788	297.47	0.056314561812729	169.0	0.5681245167579924	-0.3240161894684952	-7.8478862133442115	2.1155391013859618e-15	152	0.0942305388277109	14.32	0.0131578947368421	2.0	0.1396648044692737	-0.3674573507033386	-3.421302360310022	0.0003116100172138	882	0.1245853181118028	109.88	0.1258503401360544	111.0	1.010192937750273	0.1851321951892587	0.1137606418002478	0.5452862303612724
ENST00000372816	MYCL	ENSG00000116990	2289	0.1025412176408844	234.72	0.0895587592835299	205.0	0.8733810497614178	-0.0054243653515032	-2.047497327291532	0.0203046395099756	133	0.1063063608962674	14.14	0.0150375939849624	2.0	0.1414427157001414	-0.3657955464670646	-3.414868970394618	0.0003190635041183	709	0.1342094795570513	95.15	0.1466854724964739	104.0	1.093011035207567	0.279967200054219	0.9745412546745577	0.8351060671443538
ENST00000380737	PPP2R2A	ENSG00000221914	2997	0.0945614044129012	283.4	0.0423757090423757	127.0	0.4481298517995766	-0.441086091484658	-9.763564236981464	8.069079734861097e-23	182	0.0794001218307782	14.45	0.0109890109890109	2.0	0.1384083044982699	-0.3668969822091728	-3.413628812427788	0.0003205192355064	807	0.1249134334048528	100.81	0.1189591078066914	96.0	0.952286479515921	0.13489971841699	-0.5116102834960464	0.3044618934662579
ENST00000201031	TFAP2C	ENSG00000087510	2837	0.1022202909947716	290.0	0.0754317941487486	214.0	0.7379310344827587	-0.1530166831451032	-4.710039657878374	1.2383429763125248e-06	149	0.0956314724187101	14.25	0.0134228187919463	2.0	0.1403508771929824	-0.3658762170751722	-3.412223961483245	0.000322175749794	909	0.1335558204694566	121.4	0.1474147414741474	134.0	1.1037891268533773	0.2693680424069474	1.2283147210009655	0.8903355765352786
ENST00000341267	DLK1	ENSG00000185559	2440	0.1032019362281288	251.81	0.0987704918032786	241.0	0.9570708073547516	0.0740359853642678	-0.7195301003643196	0.2359071814429338	125	0.1122026768791135	14.03	0.016	2.0	0.142551674982181	-0.3643331234508803	-3.4078748574538302	0.0003273545659471	739	0.1391690161597034	102.85	0.1434370771312584	106.0	1.0306271268838114	0.2099408542949664	0.3352143567217128	0.6312683035780267
ENST00000297661	UBAP1	ENSG00000165006	3318	0.0958893740491979	318.16	0.0738396624472573	245.0	0.7700528036208196	-0.1254666475841924	-4.313651701245481	8.028993153341837e-06	181	0.0794177736036561	14.37	0.011049723756906	2.0	0.139178844815588	-0.3648216508208853	-3.401749524285177	0.0003347798684712	966	0.1241291414714192	119.91	0.1149068322981366	111.0	0.9256942707030272	0.0932050235481583	-0.8693032965048585	0.192340630144748
ENST00000359775	ZDHHC14	ENSG00000175048	3120	0.1027997523356265	320.74	0.0733974358974359	229.0	0.7139739352746773	-0.1823640960906916	-5.40776882406563	3.19073590648758e-08	138	0.102056910914776	14.08	0.0144927536231884	2.0	0.1420454545454545	-0.3630610514050798	-3.3979759447304003	0.0003394319452502	961	0.1307124918664306	125.61	0.13735691987513	132.0	1.0508717458801051	0.2139175284388276	0.611053206962153	0.7294178217272222
ENST00000425432	ZNF821	ENSG00000102984	2634	0.0982511288300758	258.79	0.0759301442672741	200.0	0.7728273890026662	-0.1114777056853175	-3.8486609589180736	5.9382624419791096e-05	140	0.1006690616685964	14.09	0.0142857142857142	2.0	0.1419446415897799	-0.3629520482906256	-3.396927435127036	0.0003407351780758	827	0.1288718904258046	106.58	0.1281741233373639	106.0	0.9945580784387316	0.1717554397906201	-0.0598884568181387	0.4761222367590975
ENST00000532414	MEX3A	ENSG00000254726	3161	0.1098992731422352	347.39	0.0800379626700411	253.0	0.7282880911943349	-0.1725013237083748	-5.367896370299244	3.9830149939562414e-08	129	0.1085055463122866	14.0	0.0155038759689922	2.0	0.1428571428571428	-0.3625058682601612	-3.396255166502789	0.0003415732121081	1101	0.1312986811710481	144.56	0.139872842870118	154.0	1.0653016048699502	0.2172371855567658	0.8424030036743907	0.8002187938505643
ENST00000477224	CAMKV	ENSG00000164076	3210	0.1016188834525707	326.2	0.05202492211838	167.0	0.5119558553034949	-0.3851860032355173	-9.299589930211276	7.04941933533955e-21	161	0.0881355992554735	14.19	0.0124223602484472	2.0	0.1409443269908386	-0.3622064640460822	-3.3887845018484724	0.0003510157967852	1044	0.1267159616796988	132.29	0.1206896551724138	126.0	0.952452944289062	0.1116957940144827	-0.5853397840734089	0.2791596345570595
ENST00000337002	SEC62	ENSG00000008952	2651	0.0929135202140119	246.31	0.0565824217276499	150.0	0.6089886728106857	-0.2720712771712467	-6.443466706642547	5.8387447809648e-11	195	0.0730827005894887	14.25	0.0102564102564102	2.0	0.1403508771929824	-0.3597941862683999	-3.3707840883177407	0.000374772892351	710	0.1198031229293107	85.06	0.1112676056338028	79.0	0.928756172113802	0.1281330352543056	-0.7003821028593064	0.2418443550602437
ENST00000043402	RTN4R	ENSG00000040608	2879	0.1064644949753302	306.51	0.0798888502952414	230.0	0.7503833480147467	-0.1437934821074837	-4.623238891317011	1.8889710458078248e-06	106	0.1283041010445911	13.6	0.0188679245283018	2.0	0.1470588235294117	-0.3567404557978804	-3.369078059329414	0.0003771003318166	1093	0.132677331074788	145.02	0.1290027447392497	141.0	0.9722796855606124	0.1238555296749807	-0.358121029718006	0.3601263709560225
ENST00000317089	DNAJA2	ENSG00000069345	2695	0.0984100117173202	265.21	0.0641929499072356	173.0	0.6523132611892463	-0.2334111139441533	-5.963454597139789	1.2348004855297346e-09	170	0.0827068573136605	14.06	0.0117647058823529	2.0	0.1422475106685632	-0.3571339319930575	-3.3581800926701204	0.0003922873915335	772	0.1196696074193666	92.38	0.1191709844559585	92.0	0.9958865555315004	0.187210953556692	-0.0426841015654411	0.4829766765659334
ENST00000651870	ZBTB14	ENSG00000198081	2995	0.0960158770666816	287.57	0.0584307178631051	175.0	0.60854748409083	-0.2815624200091317	-6.981727264194735	1.4578637940530534e-12	177	0.0790011993092351	13.98	0.0112994350282485	2.0	0.1430615164520743	-0.3539313455599978	-3.3391831872642217	0.0004201256714324	794	0.1298127650737505	103.07	0.1423173803526448	113.0	1.096342291646454	0.2764305896217158	1.0483722851784754	0.852766441281888
ENST00000683345	TBCEL	ENSG00000154114	2763	0.0948967490975599	262.2	0.0593557727108215	164.0	0.6254767353165522	-0.2593687303425205	-6.374484467564244	9.178970966864152e-11	172	0.0808904327265415	13.91	0.0116279069767441	2.0	0.1437814521926671	-0.3524640559929338	-3.3314271848914374	0.0004320095034582	828	0.1217274440714042	100.79	0.1207729468599033	100.0	0.9921619208254786	0.175120730944982	-0.084000316934631	0.46652808989158
ENST00000344586	NKX2-3	ENSG00000119919	2230	0.1065586189646624	237.63	0.1017937219730941	227.0	0.9552665909186552	0.0754471997086914	-0.7292536718721908	0.2329232527599479	126	0.1078688097881628	13.59	0.0158730158730158	2.0	0.1471670345842531	-0.3506878567243436	-3.328824806975156	0.0004360662269609	689	0.1412300540849722	97.31	0.1814223512336719	125.0	1.28455451649368	0.4686797607334727	3.0293570114532944	0.9987746255771134
ENST00000374672	KLF4	ENSG00000136826	2947	0.1075060594932051	316.82	0.1258907363420427	371.0	1.171011931064958	0.2750384795973806	3.2220105536797723	0.9993635277687222	128	0.1060480662741202	13.57	0.015625	2.0	0.1473839351510685	-0.3496382690183405	-3.322582351078084	0.0004459417039351	976	0.1332305251821534	130.03	0.1885245901639344	184.0	1.415058063523802	0.5750776399190607	5.083346962178778	0.9999998145793056
ENST00000618691	NAP1L1	ENSG00000187109	2624	0.0919215190689595	241.2	0.0663109756097561	174.0	0.7213930348258707	-0.1583474990929826	-4.540779585149261	2.802330077302192e-06	177	0.0783363500155926	13.87	0.0112994350282485	2.0	0.1441961067051189	-0.3504844355578401	-3.3191949215700105	0.0004513869462057	683	0.1193103476498424	81.49	0.130307467057101	89.0	1.0921585470609891	0.2959144176419895	0.8866225853900616	0.8123589350110807
ENST00000236342	DHDDS	ENSG00000117682	2125	0.0969328122490019	205.98	0.0752941176470588	160.0	0.7767744441207884	-0.0934498951107776	-3.3714372966722737	0.0003738852939135	130	0.1039146422732136	13.51	0.0153846153846153	2.0	0.1480384900074019	-0.3471691981089245	-3.3078759031974863	0.0004700322798336	667	0.1329809506126893	88.7	0.1274362818590704	85.0	0.9582863585118376	0.1520644959535558	-0.4217251355600686	0.3366128277618725
ENST00000300249	MAPRE2	ENSG00000166974	2137	0.0961238791664374	205.42	0.0369677117454375	79.0	0.3845779378833609	-0.4854097020165332	-9.277526200718146	8.672947776144707e-21	141	0.0958950103048821	13.52	0.0141843971631205	2.0	0.1479289940828402	-0.3452554193691066	-3.295190960537797	0.0004917740932376	603	0.1273458144331782	76.79	0.1160862354892205	70.0	0.9115770282588878	0.1205153901024344	-0.8294063969681714	0.2034372414654079
ENST00000550418	RBFOX1	ENSG00000078328	2488	0.1053489036398438	262.11	0.1302250803858521	324.0	1.2361222387547213	0.3506299520914147	4.041726877812204	0.9999734704944908	130	0.1033412373674674	13.43	0.0153846153846153	2.0	0.1489203276247207	-0.3447269086911567	-3.294502115169969	0.0004929810131938	798	0.1267934035454409	101.18	0.2167919799498746	173.0	1.7098240759043288	0.8919018012997608	7.640649041425842	0.9999999999999892
ENST00000262942	ARPC1A	ENSG00000241685	2423	0.0983844410767275	238.39	0.0594304581097812	144.0	0.6040521833969547	-0.2754112348346021	-6.438054768781582	6.050716885263825e-11	128	0.1047788784980138	13.41	0.015625	2.0	0.1491424310216256	-0.3444835748806837	-3.293390232181259	0.0004949349212922	696	0.124382285100459	86.57	0.1192528735632183	83.0	0.9587616957375537	0.1558775131273746	-0.4100488788745949	0.3408850460770869
ENST00000491143	ONECUT2	ENSG00000119547	3143	0.1070454716641522	336.44	0.1107222398981864	348.0	1.0343597669718223	0.1353330373049269	0.666714074575948	0.747522606575819	117	0.1133976099312269	13.27	0.017094017094017	2.0	0.1507159005275056	-0.3426228865494158	-3.285254518572712	0.0005094514286483	1003	0.1387779547829422	139.19	0.1515453639082751	152.0	1.092032473597241	0.2462007269772036	1.1695948069812518	0.8789179659295876
ENST00000252034	ELN	ENSG00000049540	4244	0.1152339563407885	489.05	0.1032045240339302	438.0	0.8956139454043553	-0.0210209325590224	-2.4543040301489	0.0070578790109598	167	0.0813369219539797	13.58	0.0119760479041916	2.0	0.1472754050073637	-0.3430134615911681	-3.279070810113811	0.000520747495559	1922	0.1001868577983983	192.56	0.1004162330905307	193.0	1.002285002077275	0.1362656850817267	0.0334920539777794	0.513358898857041
ENST00000383699	CADM2	ENSG00000175161	2613	0.0978719085457952	255.74	0.0738614619211634	193.0	0.7546727144756393	-0.1289191158376378	-4.130539802723306	1.8095621243912147e-05	150	0.0890958144982303	13.36	0.0133333333333333	2.0	0.1497005988023952	-0.3386055961771216	-3.2571279442397425	0.0005627284581357	812	0.1165828517302632	94.67	0.1403940886699507	114.0	1.2041829513045317	0.3935200211800896	2.114266465229279	0.982753742564486
ENST00000394597	RFFL	ENSG00000092871	2352	0.0987006551804664	232.14	0.0761054421768707	179.0	0.7710864133712415	-0.1067887650523877	-3.6740118522807736	0.0001193858246711	137	0.0964156762723617	13.21	0.0145985401459854	2.0	0.1514004542013625	-0.3359762654428991	-3.244489608072181	0.0005883065530821	727	0.1282591953236127	93.24	0.1182943603851444	86.0	0.9223509223509224	0.1118601308091888	-0.8035249597701222	0.2108356880785147
ENST00000078429	GNA11	ENSG00000088256	2273	0.1003581154527905	228.11	0.0492740871095468	112.0	0.490991188461707	-0.3859232935220872	-8.105387326483568	2.6288874239998984e-16	123	0.1062277502953485	13.07	0.016260162601626	2.0	0.1530221882172915	-0.3343643861023141	-3.2382189236528425	0.0006013923716135	654	0.1466638130737712	95.92	0.1529051987767584	100.0	1.042535446205171	0.2274017731123735	0.4511784298818486	0.6740695227303642
ENST00000357731	NEGR1	ENSG00000172260	2279	0.1000036274696586	227.91	0.0741553312856516	169.0	0.7415207757448116	-0.1353139066426465	-4.113162121624013	1.951380489962905e-05	132	0.0994120558907136	13.12	0.0151515151515151	2.0	0.1524390243902439	-0.3341032860991895	-3.2354047247106834	0.0006073520834716	715	0.1201739338901545	85.92	0.137062937062937	98.0	1.1405959031657356	0.3389258718573879	1.3888440640048585	0.9175599136007504
ENST00000623882	CERS1	ENSG00000223802	2171	0.1028928621516506	223.38	0.0958083832335329	208.0	0.93114871519384	0.0553561839550151	-1.0864832714136248	0.1386326190360163	104	0.1235737091719845	12.85	0.0192307692307692	2.0	0.1556420233463035	-0.3325275749458882	-3.2333967615859853	0.0006116377028575	704	0.140331833780649	98.79	0.171875	121.0	1.2248203259439214	0.4076510098252399	2.409617404470576	0.9920153714382612
ENST00000504102	SPOP	ENSG00000121067	2446	0.096216323627717	235.35	0.0282093213409648	69.0	0.2931803696622052	-0.5853611810922876	-11.405786349789144	1.9561296702189047e-30	154	0.0858905826226133	13.23	0.0129870129870129	2.0	0.1511715797430083	-0.3335831096469357	-3.228771328401985	0.0006216163062108	705	0.1260297487276709	88.85	0.1290780141843971	91.0	1.024198086662915	0.2185842385191392	0.2438723048827729	0.5963351404112334
ENST00000302584	NEUROD2	ENSG00000171532	2303	0.1068231462862626	246.01	0.0772904906643508	178.0	0.7235478232592172	-0.1583556379303741	-4.588260398538335	2.234774536139628e-06	125	0.1040373910212884	13.0	0.016	2.0	0.1538461538461538	-0.3317036928033056	-3.223906969260387	0.0006322723673303	745	0.1413052197865876	105.27	0.1637583892617449	122.0	1.1589246698964568	0.3359397490708483	1.7593703830526355	0.9607426904972912
ENST00000379328	GATA3	ENSG00000107485	2808	0.1051353015426037	295.22	0.0819088319088319	230.0	0.7790800081295305	-0.1130119169180056	-4.01262693968997	3.0023385054800328e-05	120	0.1073551552457012	12.88	0.0166666666666666	2.0	0.15527950310559	-0.328796930061711	-3.2091645362199603	0.0006656064438436	891	0.1378509756958335	122.83	0.1683501683501683	150.0	1.2212000325653345	0.3854084771354072	2.6407731921093207	0.995864146311978
ENST00000618852	WASF2	ENSG00000158195	3179	0.1016897350737657	323.27	0.0764391318024536	243.0	0.7516936307111702	-0.1449880220371828	-4.710481291914714	1.2356624273392897e-06	149	0.08782473430445	13.09	0.0134228187919463	2.0	0.1527883880825057	-0.3297410119489052	-3.208704200320332	0.0006666729500716	1065	0.113426838351617	120.8	0.1070422535211267	114.0	0.9437086092715232	0.1116171022907264	-0.6570406842750479	0.2555773784810653
ENST00000608443	FKBP8	ENSG00000105701	2582	0.1034500806528946	267.11	0.069713400464756	180.0	0.6738796750402456	-0.212569107964716	-5.628955410883482	9.065212760612351e-09	127	0.1015913499488128	12.9	0.0157480314960629	2.0	0.1550387596899224	-0.3277656334321461	-3.2021600155300773	0.0006820060308036	865	0.1351586780262712	116.91	0.1514450867052023	131.0	1.1205200581644	0.2890923865900799	1.4010163337594292	0.919395405608382
ENST00000373795	SRSF4	ENSG00000116350	3134	0.098042498518684	307.27	0.068602425015954	215.0	0.6997103524587497	-0.1940994454640872	-5.542276178710851	1.492824537203762e-08	189	0.0699672006016014	13.22	0.0105820105820105	2.0	0.151285930408472	-0.3289346588624588	-3.2004619699376136	0.0006860373745612	970	0.1295854396106186	125.7	0.1463917525773196	142.0	1.1296738265712012	0.2927712853558297	1.5585370717617235	0.9404470064305216
ENST00000522514	PCMTD1	ENSG00000168300	2360	0.0945993331373257	223.25	0.0491525423728813	116.0	0.5195968645016797	-0.3555876538127356	-7.543880145072076	2.2809521777947536e-14	171	0.076787853479654	13.13	0.0116959064327485	2.0	0.1523229246001523	-0.3279749093050337	-3.196894459897952	0.0006945787184931	652	0.1173178509492287	76.49	0.1150306748466257	75.0	0.9805203294548308	0.191065078941639	-0.1814843503832647	0.4279937078863475
ENST00000397979	MAP2K7	ENSG00000076984	2654	0.102714207328896	272.6	0.0610399397136397	162.0	0.5942773294203961	-0.2932756978518929	-7.071927185172445	7.639829876569053e-13	128	0.1005960363198046	12.88	0.015625	2.0	0.15527950310559	-0.3267201265067405	-3.196009538083737	0.0006967125269098	811	0.1390068395659044	112.73	0.1824907521578298	148.0	1.3128714627871907	0.4841565014207429	3.5794896065183703	0.9998278670302084
ENST00000323963	EIF4A2	ENSG00000156976	2677	0.0975622200079017	261.17	0.039596563317146	106.0	0.4058659110923919	-0.4789236840809663	-10.107540138792755	2.5576235907341932e-24	149	0.0872513293987038	13.0	0.0134228187919463	2.0	0.1538461538461538	-0.3268225022263522	-3.1934168349913405	0.0007029991505767	784	0.1171310949695368	91.83	0.1760204081632653	138.0	1.5027768703038222	0.6949541619672719	5.127554776400534	0.999999853235204
ENST00000222718	HOXA2	ENSG00000105996	2400	0.0977061733343166	234.49	0.0866666666666666	208.0	0.8870314299117232	0.0086095604012484	-1.8214627401522925	0.0342682727845946	132	0.0972708703542428	12.84	0.0151515151515151	2.0	0.1557632398753894	-0.3245418626139614	-3.183921612752361	0.0007264717609412	727	0.1289174242888184	93.72	0.1609353507565337	117.0	1.2483994878361075	0.437352900012062	2.576172470995994	0.9950049599205418
ENST00000335099	RTN4RL2	ENSG00000186907	2524	0.1048088838190602	264.54	0.0792393026941362	200.0	0.7560293339381567	-0.1299555983277912	-4.193835186081601	1.371386484620475e-05	89	0.1391174503687875	12.38	0.0224719101123595	2.0	0.1615508885298869	-0.3216351526457333	-3.179804247414524	0.0007368728530965	936	0.1430776626924062	133.92	0.1452991452991453	136.0	1.0155316606929512	0.172313220188925	0.1940993992898693	0.5769509740099892
ENST00000279146	AIP	ENSG00000110711	2108	0.100648513328844	212.17	0.0849146110056926	179.0	0.8436631003440638	-0.0287300949424025	-2.401061822269843	0.008173787191245	114	0.1109889716576602	12.65	0.0175438596491228	2.0	0.1581027667984189	-0.3223687942140346	-3.1762562056609736	0.0007459456382583	637	0.1398828827455226	89.11	0.1475667189952904	94.0	1.054875995960049	0.2474399004677986	0.5590964503474644	0.7119520514154243
ENST00000378191	AJAP1	ENSG00000196581	2540	0.1060547345560497	269.38	0.1039370078740157	264.0	0.9800282129334028	0.0929354204569147	-0.3466300995234562	0.3644346150762603	103	0.1216633051688877	12.53	0.0194174757281553	2.0	0.1596169193934557	-0.3214872431243086	-3.174343320399611	0.0007508797198188	891	0.1281809035954292	114.21	0.1537598204264871	137.0	1.1995446983626654	0.3707868844500451	2.284000258140806	0.9888142421131412
ENST00000370495	SLC25A28	ENSG00000155287	2283	0.1060833185393753	242.19	0.0494962768287341	113.0	0.4665758288946695	-0.4143493034104344	-8.780067941985598	8.168796799355307e-19	115	0.109797159441874	12.63	0.017391304347826	2.0	0.1583531274742676	-0.3212339089265549	-3.169628550950828	0.0007631696195876	755	0.128956296446766	97.36	0.1324503311258278	100.0	1.0271158586688578	0.2125003126308066	0.2864569991834327	0.6127359381224792
ENST00000290759	ISL2	ENSG00000159556	2237	0.1039111848974756	232.45	0.092087617344658	206.0	0.8862120886212089	0.007903374076148	-1.832630255682678	0.0334287877855195	104	0.1201204984218639	12.49	0.0192307692307692	2.0	0.1601281024819855	-0.3197148840110656	-3.164779546182949	0.0007760024701369	675	0.1436880352099468	96.99	0.1703703703703703	115.0	1.1856892463140531	0.3698520455749634	1.9762842623451693	0.9759387044917244
ENST00000532059	GATA4	ENSG00000136574	2694	0.1108171047787489	298.54	0.1135857461024498	306.0	1.0249882762778857	0.1319532146916625	0.4577902541123819	0.676448430850046	108	0.1159776349830463	12.53	0.0185185185185185	2.0	0.1596169193934557	-0.3196913082150946	-3.1631194833556737	0.000780441274106	922	0.1328320514910297	122.47	0.2093275488069414	193.0	1.5758961378296723	0.7408197351991469	6.843815360603831	0.9999999999961444
ENST00000260641	ACTR2	ENSG00000138071	2540	0.0982976579902158	249.68	0.0413385826771653	105.0	0.4205382890099327	-0.4616763692702217	-9.642210412310398	2.6516746098936504e-22	161	0.0800664874197844	12.89	0.0124223602484472	2.0	0.1551590380139643	-0.3212550108158943	-3.1625647590410084	0.0007819297425486	792	0.114928246524629	91.02	0.125	99.0	1.087673038892551	0.2809416609366767	0.8887201911585993	0.8129232615446603
ENST00000216554	EIF5	ENSG00000100664	2866	0.0958667406282695	274.75	0.0826936496859734	237.0	0.8626023657870792	-0.0249650378715242	-2.395386399113528	0.0083014291064132	172	0.0748810462711571	12.88	0.0116279069767441	2.0	0.15527950310559	-0.3194334338054011	-3.1518211593651966	0.0008112780941853	780	0.1202975822970388	93.83	0.1948717948717948	152.0	1.619950975167857	0.8097265138674605	6.402353289797637	0.9999999999235
ENST00000272928	ACKR3	ENSG00000144476	2341	0.0989595570392154	231.66	0.0897052541648868	210.0	0.9065009065009064	0.0287345212626634	-1.4994894073793272	0.0668733573254402	115	0.1089699152102639	12.53	0.017391304347826	2.0	0.1596169193934557	-0.3177558330174981	-3.151689909639144	0.0008116428167952	697	0.1342772618993102	93.59	0.1563845050215208	109.0	1.1646543434127576	0.353158041972085	1.711828788687034	0.9565358874857328
ENST00000368125	CADM3	ENSG00000162706	2540	0.1012774035799634	257.24	0.0834645669291338	212.0	0.8241331052713419	-0.0600190965722807	-2.9756430522236803	0.0014618747620356	127	0.0994342064397585	12.63	0.0157480314960629	2.0	0.1583531274742676	-0.3182440648259824	-3.151591705970364	0.0008119158082337	820	0.1269880698570794	104.13	0.1390243902439024	114.0	1.094785364448286	0.2742462444471124	1.035163893009958	0.8497038110217938
ENST00000674357	PLAGL1	ENSG00000118495	3003	0.0991296041122054	297.69	0.0845820845820845	254.0	0.8532365883973261	-0.0389432702657931	-2.66768023675458	0.0038188455347847	149	0.0854396287858873	12.73	0.0134228187919463	2.0	0.1571091908876669	-0.3175616955219351	-3.144786370213039	0.0008310407590161	956	0.1310588058128088	125.29	0.1412133891213389	135.0	1.077500199537074	0.2407231540908978	0.9303851214438348	0.8239141403498442
ENST00000254066	RARA	ENSG00000131759	2948	0.1029221628270743	303.41	0.0620759837177747	183.0	0.6031442602419168	-0.2902832865245192	-7.298702490769703	1.4527799079528666e-13	133	0.094931739931051	12.63	0.0150375939849624	2.0	0.1583531274742676	-0.3168911086216261	-3.1433619461056663	0.000835095893848	932	0.1354884337602455	126.28	0.1276824034334764	119.0	0.9423503325942352	0.1045217929954551	-0.6963084654078177	0.243117836406452
ENST00000262426	FOXF1	ENSG00000103241	2335	0.1084990205480293	253.35	0.1053533190578158	246.0	0.970988750740083	0.0872547295189	-0.4887504039625049	0.3125092072223668	108	0.1149999989253117	12.42	0.0185185185185185	2.0	0.1610305958132045	-0.3157800110603999	-3.142934155376585	0.0008363173037213	719	0.1450549923024844	104.29	0.1974965229485396	142.0	1.3615878799501389	0.5390421262323953	3.993046557404459	0.9999673851227286
ENST00000499247	TOB1	ENSG00000141232	2291	0.0963718772433177	220.79	0.0724574421649934	166.0	0.7518456451832057	-0.1227665623701483	-3.878846935306482	5.247638228492988e-05	124	0.1010223590837634	12.53	0.0161290322580645	2.0	0.1596169193934557	-0.3153303268626113	-3.1369037807872893	0.0008537107543712	653	0.1217486518206007	79.5	0.1286370597243491	84.0	1.0566037735849056	0.2626045383043407	0.5383118672297784	0.7048191200942262
ENST00000380542	NAP1L4	ENSG00000205531	2479	0.0935487936423714	231.91	0.0859217426381605	213.0	0.9184597473157692	0.0409955352002886	-1.3040781030356892	0.0961034769819561	163	0.0780430527766369	12.72	0.0122699386503067	2.0	0.1572327044025157	-0.3151214964686752	-3.130543635848646	0.0008724153759791	675	0.1251055846594005	84.45	0.1318518518518518	89.0	1.053878034339846	0.2533747169782669	0.5297845070239936	0.7018693258805375
ENST00000672264	OTX2	ENSG00000165588	1883	0.1003339590579982	188.93	0.086032926181625	162.0	0.8574604350817763	-0.0072888341703416	-2.065512970486901	0.019437244786748	121	0.1029972905272519	12.46	0.0165289256198347	2.0	0.160513643659711	-0.3136635929720548	-3.129249231824849	0.0008762679515055	614	0.1214709856043135	74.58	0.1384364820846905	85.0	1.139715741485653	0.3524344474346352	1.2868751860741312	0.9009311022856222
ENST00000321358	YBX1	ENSG00000065978	2027	0.1053387465832465	213.52	0.0892945239269857	181.0	0.847695766204571	-0.0254349588235955	-2.353001299150286	0.0093112845131509	122	0.1018109700095829	12.42	0.0163934426229508	2.0	0.1610305958132045	-0.311915831819198	-3.1199364650121804	0.0009044502597055	638	0.1240057379098429	79.12	0.1442006269592476	92.0	1.1627906976744184	0.3690281294563077	1.5476768610941367	0.9391499421115244
